Num of Titles (Active),Dewey Classification Top Line,Dewey Classification
1,338,338.476151094405
1,338,338.4761510945
1,338,338.4761510946
1,338,338.47615109469
1,338,338.4761510947
1,338,338.476151094709041
1,338,338.47615109477
1,338,338.47615109479305
1,338,338.47615109479605
1,338,338.47615109479805
1,338,338.47615109485
1,338,338.47615109492
1,338,338.47615109493
1,338,338.47615109494
1,338,338.4761510949505
1,338,338.476151094972
1,338,338.476151094973
1,338,338.47615109498
1,338,338.47615109499
2,338,338.4761510951
1,338,338.4761510951249
1,338,338.47615109512505
1,338,338.476151095195
0,338,338.4761510952
1,338,338.476151095205
1,338,338.47615109538
0,338,338.4761510954
1,338,338.476151095405
1,338,338.476151095491
1,338,338.476151095492
1,338,338.47615109561
1,338,338.47615109569405
1,338,338.47615109569505
1,338,338.47615109593
1,338,338.4761510959505
1,338,338.476151095957
1,338,338.4761510959705
1,338,338.4761510959805
1,338,338.476151096205
1,338,338.4761510964
1,338,338.4761510968
1,338,338.4761510971
1,338,338.476151097205
5,338,338.4761510973
1,338,338.4761510981
1,338,338.4761510982
1,338,338.4761510983
1,338,338.4761510985
3,338,338.47615109861
1,338,338.4761510987
1,338,338.4761510994
0,338,338.476153
0,338,338.4761532
0,338,338.47615323
1,338,338.47615372
1,338,338.4762
1,338,338.47620009411
0,338,338.4762000952
1,338,338.476200095694
1,338,338.4762000973
1,338,338.4762011295
1,338,338.4762014
1,338,338.47620192
3,338,338.476205
1,338,338.476208
1,338,338.4762080951
1,338,338.47621209
3,338,338.476213
0,338,338.47621310951
0,338,338.47621310973
1,338,338.476213121
1,338,338.4762131213
0,338,338.476213124290973
1,338,338.4762131910979
0,338,338.476213660973
1,338,338.476213661
1,338,338.476213678
1,338,338.4762136780973
2,338,338.47621381
1,338,338.4762138109489
0,338,338.476213810951
0,338,338.476213810952
1,338,338.476213810971 22
1,338,338.476213810973
2,338,338.4762138152
0,338,338.47621388332
1,338,338.4762139
1,338,338.476214
5,338,338.4762148
0,338,338.47621480943
0,338,338.47621480944
1,338,338.47621480973
1,338,338.4762148097305
1,338,338.47621902
1,338,338.47623094
0,338,338.476233
2,338,338.476234
1,338,338.476234091724
1,338,338.4762340943
1,338,338.476234094342
1,338,338.476234094897
0,338,338.4762340971
1,338,338.476234511909789
0,338,338.476234517
1,338,338.476237
1,338,338.47623746
1,338,338.476237460973
1,338,338.4762380941
1,338,338.4762380973
1,338,338.47623809795
1,338,338.4762382
2,338,338.476238200941
1,338,338.476238200973
1,338,338.4762382094109034
1,338,338.47623820942751
1,338,338.47623825097309041
1,338,338.4762382574
1,338,338.4762383
1,338,338.47623893
10,338,338.47624
1,338,338.476240202
0,338,338.47624091724
1,338,338.476240943
0,338,338.47624095
3,338,338.476240973
0,338,338.476241834
1,338,338.476257097209041
0,338,338.4762840973
1,338,338.4762844
1,338,338.47628535
1,338,338.4762910941
1,338,338.4762910973
0,338,338.4762913
0,338,338.4762913334
0,338,338.476291333409410904
0,338,338.47629133349
7,338,338.476292
1,338,338.476292094
1,338,338.4762920941
1,338,338.4762920952
0,338,338.47629209597
1,338,338.4762920973
2,338,338.476292105
1,338,338.4762922
1,338,338.47629222
1,338,338.47629222095
1,338,338.476292220959
1,338,338.47629222097109045
1,338,338.4762922209730904
0,338,338.476292220981
1,338,338.47629227209
1,338,338.4762922720941
0,338,338.4762922860973
1,338,338.47629229
1,338,338.476292293
0,338,338.476292293095498
1,338,338.476292482
1,338,338.47629253
1,338,338.476292872
1,338,338.476313
0,338,338.476336109
0,338,338.4763379
0,338,338.47634980952
1,338,338.47637
1,338,338.47641095
1,338,338.4764109505
1,338,338.4764125209411
1,338,338.47641302097298
1,338,338.476413020973
1,338,338.476413374
0,338,338.47641343109759
0,338,338.4764182480952
1,338,338.476436095405
4,338,338.4764794
1,338,338.47647940000002
1,338,338.4764795
1,338,338.47647950941
0,338,338.4765
0,338,338.4765746
12,338,338.4766
0,338,338.476600112
1,338,338.4766005
1,338,338.47660094
1,338,338.4766009405
1,338,338.4766009409041
2,338,338.476600943
0,338,338.4766009494
2,338,338.476600973
4,338,338.476602543
3,338,338.476606
1,338,338.4766060941
0,338,338.476606095
1,338,338.47660609520973
0,338,338.47660609595
3,338,338.4766060973
1,338,338.47660609794
2,338,338.476606098
1,338,338.4766063
1,338,338.47661075
1,338,338.47661804
1,338,338.47661806095
2,338,338.476626
0,338,338.47662669
1,338,338.476628
0,338,338.4766288
7,338,338.476632
1,338,338.47663200904
2,338,338.4766320094
1,338,338.47663200944
0,338,338.4766320094409034
1,338,338.4766320094458
1,338,338.4766320096509041
0,338,338.47663200973
1,338,338.47663200979491
1,338,338.47663209
0,338,338.476632240944
0,338,338.476633
4,338,338.4766342
1,338,338.47663420943
0,338,338.47663500973
1,338,338.47663509769432
1,338,338.4766352
1,338,338.47663520974
0,338,338.4766361
0,338,338.47663920951
1,338,338.47663930973
0,338,338.47663940683
10,338,338.47664
2,338,338.4766400254
0,338,338.476640068
0,338,338.476640091724
1,338,338.476640094
1,338,338.4766400973
1,338,338.4766400975
0,338,338.476640944
0,338,338.4766409713
0,338,338.476641
0,338,338.4766410918210903
1,338,338.4766412209969
0,338,338.4766430951
0,338,338.4766464
2,338,338.4766468
0,338,338.476647200942
0,338,338.47664752
0,338,338.476647520973
1,338,338.476647523095695
0,338,338.47664755
0,338,338.4766480477409969
1,338,338.47664900946
1,338,338.476649090977
0,338,338.4766490920977
1,338,338.4766494
0,338,338.47664942
0,338,338.476655
0,338,338.4766550951
0,338,338.47665538
1,338,338.476657
1,338,338.4766573
1,338,338.4766581
1,338,338.47666
1,338,338.476661
1,338,338.47666436095
1,338,338.4766650943
1,338,338.476683
1,338,338.476684
1,338,338.47668405
1,338,338.476684094
0,338,338.4766840943109045
1,338,338.47668411
1,338,338.47668412068
1,338,338.47668423905
1,338,338.47668495
1,338,338.47668624
1,338,338.47669
0,338,338.4766902820978
6,338,338.476691
0,338,338.47669109429
2,338,338.4766910943
1,338,338.4766910944
2,338,338.4766910971
0,338,338.4766910973
1,338,338.47669109730903
1,338,338.47669141
0,338,338.47669141097461
2,338,338.476691413095484
5,338,338.47669142
2,338,338.4766914205
2,338,338.47669142094
1,338,338.476691420946763
1,338,338.476691420951
0,338,338.476691420954
0,338,338.476691420973
1,338,338.476691420977311
0,338,338.4766952095109033
1,338,338.47669722
3,338,338.4767
0,338,338.4767023
1,338,338.4767091724
1,338,338.476709385
1,338,338.4767094
0,338,338.47670941
0,338,338.476709448
0,338,338.47670951
1,338,338.47670954
0,338,338.4767096
5,338,338.47670973
1,338,338.476709794
0,338,338.47671
1,338,338.476712
1,338,338.47672732
1,338,338.47673722
1,338,338.47674
1,338,338.4767400943
1,338,338.4767400973
0,338,338.47674142
1,338,338.47675
2,338,338.47676
1,338,338.4767609741
0,338,338.476760975
1,338,338.47676286
0,338,338.4767632
5,338,338.47677
3,338,338.47677009
0,338,338.476770091724
1,338,338.476770091767
1,338,338.4767700918210903
1,338,338.4767700937
0,338,338.476770093809013
1,338,338.4767700942
1,338,338.476770095492
1,338,338.4767700972
1,338,338.4767700973
1,338,338.47677009748
0,338,338.476770282420959
1,338,338.4767702854
1,338,338.476770954
2,338,338.4767721
0,338,338.47677210942
1,338,338.4767730941
1,338,338.47677310942
1,338,338.4767731094209022
0,338,338.4767731094281
0,338,338.47677310977
0,338,338.4767739
1,338,338.4767739046
1,338,338.4767739094523
1,338,338.4767746
1,338,338.4767820
0,338,338.4767970951
1,338,338.4767970973
1,338,338.47679730951
0,338,338.4768
1,338,338.476800951
1,338,338.47681420973
0,338,338.47681761
2,338,338.476817610973
1,338,338.47683
0,338,338.47683097305
1,338,338.47683400941
0,338,338.4768380951
1,338,338.4768380971
0,338,338.4768408
1,338,338.47684080941
1,338,338.476841
1,338,338.47684109
1,338,338.4768509542
1,338,338.476853
2,338,338.4768531
1,338,338.47686209034
1,338,338.47686209725309034
2,338,338.47687
1,338,338.47687089395
0,338,338.47687091724
1,338,338.476870937
0,338,338.47687094209034
1,338,338.476870951
0,338,338.47687095492
0,338,338.47687095496
1,338,338.476870971021
0,338,338.47687097471
0,338,338.476870982
0,338,338.476871
0,338,338.4768872
1,338,338.4768872210973
1,338,338.47688760994
1,338,338.4769
0,338,338.4769009421
1,338,338.476900973
1,338,338.4769060938
1,338,338.4769082
3,338,338.47690830972
1,338,338.4769098
17,338,338.477
1,338,338.477005
1,338,338.47700941
1,338,338.47700951
0,338,338.47700971
0,338,338.47700973
0,338,338.4770945
1,338,338.477362309569409043
2,338,338.477365093763
0,338,338.4773927
1,338,338.477416
1,338,338.477420943
1,338,338.477450958
0,338,338.477455
0,338,338.477455089980881
3,338,338.4774692
1,338,338.4774692094436
1,338,338.4777738
13,338,338.4778
1,338,338.47780495
1,338,338.477814909718
0,338,338.47781490973
0,338,338.4778164
1,338,338.47781642
1,338,338.4778166
0,338,338.4778242
1,338,338.4779
1,338,338.477900688
0,338,338.477900693
1,338,338.47790095195
0,338,338.47791
1,338,338.4779392
4,338,338.477948
0,338,338.477948095125
0,338,338.47795
1,338,338.47795089
0,338,338.477950968
0,338,338.47795097
0,338,338.477950973
15,338,338.47796
0,338,338.477960440973
0,338,338.477960956
0,338,338.477960973
1,338,338.47796323640973
1,338,338.47796334
0,338,338.477963570973
0,338,338.477965
1,338,338.4779693094940905
1,338,338.47796962
0,338,338.47798401
1,338,338.479
144,338,338.4791
2,338,338.47910000000002
1,338,338.479100711
0,338,338.4791021
0,338,338.47910212
1,338,338.4791023
1,338,338.47910285
1,338,338.479104
1,338,338.479104072
1,338,338.4791045
4,338,338.479105
4,338,338.4791068
4,338,338.47910688
1,338,338.4791069
1,338,338.4791071
1,338,338.4791072
0,338,338.47910846
0,338,338.47910911
1,338,338.479109146
0,338,338.479109162
0,338,338.4791091693
1,338,338.4791091724
1,338,338.4791091732
1,338,338.4791091734
0,338,338.4791091822
1,338,338.4791091824
0,338,338.47910919
1,338,338.4791092
1,338,338.479109411
1,338,338.479109433
1,338,338.4791096
1,338,338.4791098537
1,338,338.47910986116
0,338,338.47910994
0,338,338.4791338.4791
0,338,338.4791338.479109162
3,338,338.47914
0,338,338.4791404
0,338,338.479140456
0,338,338.479140946
1,338,338.479141
0,338,338.4791415
0,338,338.4791417
1,338,338.4791421
1,338,338.47914304879
1,338,338.4791437044
1,338,338.479144
0,338,338.4791440483
0,338,338.4791441
1,338,338.47914494
1,338,338.479145
0,338,338.479146
0,338,338.4791460483
0,338,338.479146754
1,338,338.4791467560483
1,338,338.479147
1,338,338.47914704
0,338,338.479148
0,338,338.479149806132
1,338,338.47915
0,338,338.4791504
2,338,338.479151
1,338,338.4791521864
1,338,338.479152294
1,338,338.479154
1,338,338.47915496
0,338,338.4791564
1,338,338.479159
1,338,338.4791593
0,338,338.4791594
0,338,338.47915950453
0,338,338.47915957068
0,338,338.4791597
0,338,338.479159862
0,338,338.479164
1,338,338.4791642
0,338,338.4791649
1,338,338.47916490483
0,338,338.47916690453
0,338,338.479167826
0,338,338.479168
1,338,338.47916883
1,338,338.479171404405
3,338,338.479172
1,338,338.47917279
0,338,338.47917286
1,338,338.47917290452
0,338,338.47917290453
2,338,338.47917291
1,338,338.47917292
0,338,338.479172981
2,338,338.479173
0,338,338.4791750409
0,338,338.4791756
1,338,338.4791759
0,338,338.479176335
1,338,338.47917947
1,338,338.47918
1,338,338.479181
1,338,338.47918153
1,338,338.4791827
0,338,338.4791861
1,338,338.479186104635
1,338,338.4791866
1,338,338.479194046
1,338,338.4791940463
0,338,338.479195
0,338,338.479198
2,338,338.48
1,338,338.480943
1,338,338.483
6,338,338.485
1,338,338.4856
1,338,338.493
0,338,338.49384
3,338,338.495
112,338,338.5
1,338,338.5 21
0,338,338.5/01
1,338,338.5/01/13
0,338,338.5/01/51
1,338,338.5/01/5193
0,338,338.5/01/5195
1,338,338.5/01/82
2,338,338.5/024/658
3,338,338.5/1
0,338,338.5/144
1,338,338.5/16/01
3,338,338.5/2
1,338,338.5/2/0962
3,338,338.5/21
2,338,338.5/212
1,338,338.5/2120973
1,338,338.5/213
1,338,338.5/22
0,338,338.5/22/0941
0,338,338.5/22/0971
1,338,338.5/26
1,338,338.5/26/0947
6,338,338.5/28
5,338,338.5/28/0973
0,338,338.5/4
1,338,338.5/4/097309043
34,338,338.5/42
0,338,338.5/42/0151955
0,338,338.5/42011
1,338,338.5/42015195
2,338,338.5/4209
1,338,338.5/42094912
0,338,338.5/420973
1,338,338.5/422
1,338,338.5/43
1,338,338.5/43/095
1,338,338.5/43/098
1,338,338.5/430973
1,338,338.5/44
1,338,338.5/44/0973
0,338,338.5/442
2,338,338.5/442/05
0,338,338.5/443
0,338,338.5/443/0971
1,338,338.5/443/09747
1,338,338.5/443/09758
8,338,338.501
1,338,338.501/12
3,338,338.501/5195
0,338,338.501/519536
1,338,338.501/519703
0,338,338.501/51972
2,338,338.501/9
0,338,338.5015193
2,338,338.5015195
1,338,338.50182
0,338,338.5019
2,338,338.502/4658
3,338,338.5024/658
6,338,338.5024658
1,338,338.50285 21
1,338,338.50285/555
1,338,338.5078/5554
0,338,338.509
1,338,338.5091724
1,338,338.5094
1,338,338.50946
0,338,338.50947
1,338,338.50951
1,338,338.50952
1,338,338.5097
4,338,338.50973
1,338,338.50974811
0,338,338.5098
1,338,338.50993
1,338,338.51
0,338,338.512
0,338,338.5144
4,338,338.516
15,338,338.52
1,338,338.52/8
0,338,338.5209
1,338,338.52091724
1,338,338.520951
2,338,338.520971
1,338,338.520973
0,338,338.5209861
9,338,338.521
1,338,338.5210112
2,338,338.5212
0,338,338.52120973
2,338,338.522
3,338,338.526
1,338,338.52601
5,338,338.528
1,338,338.528095493
1,338,338.528098
17,338,338.54
2,338,338.54/2
1,338,338.540973
106,338,338.542
0,338,338.54201
1,338,338.5420151
1,338,338.54201519233
2,338,338.542015195
0,338,338.54201519535
2,338,338.5420151955
0,338,338.5420904
1,338,338.542094360904
0,338,338.542094912
0,338,338.542095
1,338,338.5420951
0,338,338.542095195
0,338,338.5420954
0,338,338.54209561
1,338,338.5420971090511
1,338,338.5420973
2,338,338.543
0,338,338.5430973
3,338,338.544
1,338,338.5442
0,338,338.5443091724
3,338,338.5443095
2,338,338.54430973
0,338,338.5443098
67,338,338.6
0,338,338.6+
1,338,338.6//42/0973
0,338,338.6/041
1,338,338.6/04101
1,338,338.6/0410973
8,338,338.6/042
0,338,338.6/042/0724
1,338,338.6/042/0972
1,338,338.6/0420952
14,338,338.6/048
1,338,338.6/048/015193
1,338,338.6/048/05
1,338,338.6/048/0724
1,338,338.6/048/091724
0,338,338.6/048/094
0,338,338.6/048/0952
1,338,338.6/048/0973
0,338,338.6/048/098
2,338,338.6/04801
1,338,338.6/048091724
0,338,338.6/048094
1,338,338.6/0480973
1,338,338.6/09
1,338,338.6/0917/7
1,338,338.6/09172/4
0,338,338.6/094/021
1,338,338.6/095
1,338,338.6/0951
2,338,338.6/0952
1,338,338.6/1094
3,338,338.6/10951
3,338,338.6/2
0,338,338.6/2/09
0,338,338.6/2/09712
1,338,338.6/2091724
1,338,338.6/20941
1,338,338.6/20951
1,338,338.6/20973
1,338,338.6/209730904
1,338,338.6/3
1,338,338.6/32/0942
1,338,338.6/32/094961809032
1,338,338.6/32/096209034
1,338,338.6/320940903
1,338,338.6/32094409033
0,338,338.6/340954
2,338,338.6/4
0,338,338.6/40981
10,338,338.6/42
1,338,338.6/42/0285
0,338,338.6/42/0820973
1,338,338.6/42/08997073
1,338,338.6/42/091724
1,338,338.6/42/094
0,338,338.6/42/0941
1,338,338.6/42/0943155
1,338,338.6/42/0947
1,338,338.6/42/0952
1,338,338.6/42/0954
0,338,338.6/42/096
1,338,338.6/42/0971
13,338,338.6/42/0973
1,338,338.6/42/098105
0,338,338.6/420820973
1,338,338.6/42082097471
0,338,338.6/420820984
2,338,338.6/4208900973
1,338,338.6/420890973
1,338,338.6/4208968073
0,338,338.6/42091724
0,338,338.6/42094
0,338,338.6/420943
0,338,338.6/42094971
1,338,338.6/420951
0,338,338.6/420954
3,338,338.6/420959
0,338,338.6/4209598
1,338,338.6/420973
0,338,338.6/42098
0,338,338.6/420981
0,338,338.6/420984
0,338,338.6/4209861
2,338,338.6/422
1,338,338.6/422/089957073
1,338,338.6/422/08995707471
1,338,338.6/422/08996073
1,338,338.6/422/0959
2,338,338.6/422/0973
0,338,338.6/4220973
1,338,338.6/4250959709045
2,338,338.6/44/0973
1,338,338.6/440945
2,338,338.6/440973
1,338,338.6/5
1,338,338.6/7092
1,338,338.6/9
1,338,338.6/90949709048
1,338,338.6/90973
2,338,338.6/90973090511
0,338,338.601
0,338,338.6015195
3,338,338.6041
0,338,338.604101
0,338,338.60410973
8,338,338.6042
1,338,338.60420724
0,338,338.60420945
1,338,338.6042095
0,338,338.60420954
1,338,338.604209725
1,338,338.6046
36,338,338.6048
0,338,338.604801
0,338,338.6048091724
2,338,338.6048094
1,338,338.60480941
1,338,338.60480945
0,338,338.604809498
1,338,338.6048095
0,338,338.60480951
0,338,338.60480956
0,338,338.6048097
0,338,338.60480972
1,338,338.604809729
1,338,338.60480973
0,338,338.60480983
1,338,338.607
1,338,338.6076
2,338,338.609172/4
4,338,338.6094
0,338,338.60941
1,338,338.60941/09033
1,338,338.60943
2,338,338.6095
6,338,338.60951
1,338,338.60952
3,338,338.60954
1,338,338.6095493
1,338,338.60968
2,338,338.60973
0,338,338.6098
1,338,338.60981
0,338,338.60983
0,338,338.61094
1,338,338.610947
1,338,338.610951
1,338,338.6109669
2,338,338.62
0,338,338.62091724
0,338,338.620951
1,338,338.620973
0,338,338.6209730904
0,338,338.63
1,338,338.632/095694/420903
1,338,338.6320940902
2,338,338.6320940903
1,338,338.632094134
1,338,338.632094409033
1,338,338.632095127
0,338,338.63209569442
1,338,338.634094
2,338,338.64
0,338,338.64/2097267090511
1,338,338.640973
37,338,338.642
0,338,338.642082091724
0,338,338.64208900
1,338,338.64208995043
1,338,338.64208996073
1,338,338.642091724
1,338,338.64209177
2,338,338.642094
5,338,338.6420943
1,338,338.6420944
1,338,338.6420947
0,338,338.64209481
1,338,338.64209494
1,338,338.6420952
1,338,338.6420954
1,338,338.6420959
0,338,338.64209595
1,338,338.64209599
2,338,338.642096
1,338,338.642096762
1,338,338.6420968
0,338,338.6420971
1,338,338.6420972
11,338,338.6420973
2,338,338.642098
2,338,338.64209861
1,338,338.6422
1,338,338.64220820973
0,338,338.6422089957073
1,338,338.64220943
1,338,338.64220973
1,338,338.6425094
0,338,338.642509861
0,338,338.644
0,338,338.64409
0,338,338.6440940904
0,338,338.6440951
1,338,338.64409598
0,338,338.6440973
1,338,338.646
2,338,338.65
4,338,338.69
1,338,338.690982
63,338,338.7
1,338,338.7'664'0092
0,338,338.7'66910973-dc22
1,338,338.7/0285/516
1,338,338.7/089/951
1,338,338.7/092/293
1,338,338.7/0941
1,338,338.7/0942/09034
1,338,338.7/0947
0,338,338.7/09492
0,338,338.7/095
0,338,338.7/0951
1,338,338.7/0952
0,338,338.7/09599/4
1,338,338.7/0971
0,338,338.7/0971/021
1,338,338.7/0973
1,338,338.7/0973/05
0,338,338.7/2/0820954
1,338,338.7/20971352
10,338,338.7/4
1,338,338.7/4/025752
0,338,338.7/4/094
1,338,338.7/4/0944
0,338,338.7/4/09519509041
4,338,338.7/4/0973
1,338,338.7/4/097305
1,338,338.7/4/0977505
1,338,338.7/40973
2,338,338.7/4097309034
1,338,338.7/49/0951
1,338,338.7/6/0944
0,338,338.7/6004097309045
0,338,338.7/61
1,338,338.7/61/07050942
1,338,338.7/61/3337609764
1,338,338.7/61/363620981
1,338,338.7/61/38509744
1,338,338.7/61/79006805
1,338,338.7/61/7920924
1,338,338.7/61004
1,338,338.7/61004/09
1,338,338.7/61004/0973
1,338,338.7/610040973
1,338,338.7/61004165
1,338,338.7/610053/0973
1,338,338.7/61006752
3,338,338.7/6102504
1,338,338.7/61025040973
1,338,338.7/610705
1,338,338.7/610705/025747
1,338,338.7/6107050973
0,338,338.7/6125575/00971427
1,338,338.7/61302230973
1,338,338.7/6134
1,338,338.7/613621/02573
1,338,338.7/6136211/0973
0,338,338.7/61610690963
1,338,338.7/616130973
1,338,338.7/61615092
1,338,338.7/616151092
1,338,338.7/616151092273
1,338,338.7/6164092
1,338,338.7/616479541
3,338,338.7/616479573
1,338,338.7/61657
1,338,338.7/61657/099
1,338,338.7/616592092
0,338,338.7/616634/09776
1,338,338.7/616647955
1,338,338.7/61780266/0973
1,338,338.7/61781640973
1,338,338.7/617913/092
1,338,338.7/61796/092
2,338,338.7/61796357/092
0,338,338.7/61910922
1,338,338.7/62/0009764
1,338,338.7/6200025/73
2,338,338.7/62130922772
1,338,338.7/62130974744
0,338,338.7/621314/0971
0,338,338.7/62138/092
2,338,338.7/62138109775
1,338,338.7/62138152/0973
1,338,338.7/621381528097309045
1,338,338.7/6213820951
2,338,338.7/62138456
1,338,338.7/6213916092
2,338,338.7/6214530973
0,338,338.7/6214837/0971
1,338,338.7/6218092
1,338,338.7/6220954
1,338,338.7/62218282/0944
1,338,338.7/622334/092273
2,338,338.7/62233809538
1,338,338.7/622338190973
3,338,338.7/6223382/092
1,338,338.7/6223382/09538
0,338,338.7/6223382/0971
1,338,338.7/6223382092
2,338,338.7/6223385092
2,338,338.7/622341097749
2,338,338.7/6223422
1,338,338.7/6223422/098151
2,338,338.7/6223430973
1,338,338.7/6223492/0971
0,338,338.7/62234932/0971
0,338,338.7/6237460973
0,338,338.7/623809741/85
1,338,338.7/62382009411
1,338,338.7/62418330974739
2,338,338.7/62523
2,338,338.7/628442092
2,338,338.7/62910973
1,338,338.7/6291300973
1,338,338.7/629130973
1,338,338.7/629133/34092
2,338,338.7/62913334092
0,338,338.7/6292/092 B
1,338,338.7/6292/0922
0,338,338.7/6292/0922 B
0,338,338.7/6292/0973
2,338,338.7/6292092
1,338,338.7/62920973
1,338,338.7/629222/0973
3,338,338.7/629222092
1,338,338.7/6292220943
1,338,338.7/629222094309045
1,338,338.7/629222094409044
1,338,338.7/62922209470904
0,338,338.7/6292220952
1,338,338.7/629222097
1,338,338.7/6292220973
2,338,338.7/62922209776
0,338,338.7/6292222
1,338,338.7/629225/092
0,338,338.7/62922750973
1,338,338.7/63/0947
1,338,338.7/63/094709041
1,338,338.7/63/09575
1,338,338.7/630922791
1,338,338.7/6336/0971
1,338,338.7/633610972974
2,338,338.7/63371092273
1,338,338.7/634772/098610904
1,338,338.7/634772/09866
1,338,338.7/63620831
2,338,338.7/6374092
1,338,338.7/6392
2,338,338.7/63920985
2,338,338.7/645409772255
1,338,338.7/64620440952
1,338,338.7/66/00943
1,338,338.7/6600973
0,338,338.7/6606/09794
1,338,338.7/66240973
0,338,338.7/6632009747
1,338,338.7/663200974768
1,338,338.7/663420973
1,338,338.7/66359/097295
1,338,338.7/66362
1,338,338.7/664/68
1,338,338.7/66402853092
1,338,338.7/6641230973
1,338,338.7/66458
2,338,338.7/66475
2,338,338.7/6647560973
2,338,338.7/664804772098
2,338,338.7/66494
2,338,338.7/6655092
1,338,338.7/6655094747
2,338,338.7/66550977142
1,338,338.7/665530973
2,338,338.7/66855092
0,338,338.7/66909744
1,338,338.7/6691/092 B
1,338,338.7/6691/0944
1,338,338.7/6691092
0,338,338.7/66910973
2,338,338.7/669109754/49
0,338,338.7/669142/09788
1,338,338.7/6691420943
1,338,338.7/6691420973
2,338,338.7/66967230973
1,338,338.7/67/09764
1,338,338.7/67/721097443
1,338,338.7/67092
0,338,338.7/672/09713132
1,338,338.7/6722/09761781
1,338,338.7/676/0944589
1,338,338.7/67609713147
1,338,338.7/677
2,338,338.7/67700975672
0,338,338.7/67721/09758324
1,338,338.7/67721/098331
1,338,338.7/67721092
1,338,338.7/677210973
1,338,338.7/6797
1,338,338.7/6797/0973
0,338,338.7/6797092
0,338,338.7/6814180973
1,338,338.7/6816092
2,338,338.7/68161
2,338,338.7/681761
1,338,338.7/6817665/0973 21
1,338,338.7/6834220973
1,338,338.7/68388
1,338,338.7/68536
1,338,338.7/68551092
0,338,338.7/687
2,338,338.7/687116092
2,338,338.7/68720973
1,338,338.7/6887609
1,338,338.7/69081/0973
1,338,338.7082
1,338,338.7082/0979461
1,338,338.70820972
0,338,338.70820973
0,338,338.70820979461
1,338,338.70820981
1,338,338.7089/924043155
1,338,338.7089/95105
0,338,338.7089/97071
0,338,338.708995105
1,338,338.7089956073
1,338,338.708997
2,338,338.709
0,338,338.709034
1,338,338.709177
1,338,338.7094
1,338,338.70941/09034
1,338,338.709411
0,338,338.709415
0,338,338.7094209034
1,338,338.70947
0,338,338.709492
1,338,338.7095
4,338,338.70951
2,338,338.70952
1,338,338.70954
1,338,338.7096
1,338,338.70960905
0,338,338.70966
2,338,338.70967
0,338,338.70968
1,338,338.70971
3,338,338.70973
1,338,338.70973/09044
0,338,338.70973/091733
1,338,338.70973091733
1,338,338.709753
1,338,338.709794/73
2,338,338.7098
1,338,338.70983
1,338,338.709861
0,338,338.72
1,338,338.72082
0,338,338.720820954
0,338,338.722334092273
0,338,338.73
20,338,338.74
1,338,338.7402546
0,338,338.7402552
1,338,338.740922
2,338,338.74094
2,338,338.740943
1,338,338.740945
1,338,338.74095
0,338,338.740951
2,338,338.740954
1,338,338.7409593
1,338,338.740968
1,338,338.740971
2,338,338.740973
1,338,338.7409794
0,338,338.7409940904
1,338,338.7490951
0,338,338.74909966
2,338,338.7552
2,338,338.76
1,338,338.761
0,338,338.761001
0,338,338.761004
1,338,338.76100409415
1,338,338.7610040954
1,338,338.7610040973
1,338,338.76100416092
0,338,338.7610046780973
3,338,338.7610053092
1,338,338.76100530973
0,338,338.761006752
4,338,338.76102504
1,338,338.761053
0,338,338.7610705
0,338,338.761070502541
0,338,338.76107050942659
1,338,338.761070509492
1,338,338.76133309764843
0,338,338.76138
0,338,338.7616130973
1,338,338.7616137
1,338,338.7616151095209041
1,338,338.76161510968
0,338,338.76161510973
0,338,338.7616213897
1,338,338.7616467092
1,338,338.76164795
0,338,338.7616479573
1,338,338.761657
2,338,338.7616570973
0,338,338.76165910971
0,338,338.7616592097471
1,338,338.761664722
1,338,338.76168620994
0,338,338.7616961
0,338,338.7617
1,338,338.7617713109485
0,338,338.76177153240952
1,338,338.76178149169
1,338,338.76178165097471
0,338,338.761791068092B
0,338,338.7617950973
0,338,338.7617963340942
1,338,338.76179656092520978
1,338,338.761823
0,338,338.761910922
2,338,338.762
1,338,338.7620941
1,338,338.76213092
1,338,338.762130973
2,338,338.762138092
1,338,338.76213810973
1,338,338.76213820951
0,338,338.762138456
2,338,338.762138456094897
1,338,338.76213916092
1,338,338.762139160951
0,338,338.7621392
0,338,338.7621395
1,338,338.762148370973
1,338,338.76218
3,338,338.7622
1,338,338.762233820971
2,338,338.762233820973
1,338,338.762234220968
0,338,338.76223430977499
0,338,338.7622346460978846
0,338,338.762520994
0,338,338.762910092
0,338,338.76291333
2,338,338.76292
2,338,338.76292092
1,338,338.762920945
1,338,338.762920952
1,338,338.762920973
0,338,338.7629220973
1,338,338.7629222092
0,338,338.7629222092245
1,338,338.76292220943
0,338,338.7629222094409044
0,338,338.76292220951
1,338,338.7629222097
1,338,338.76292222
0,338,338.7629250092
0,338,338.763
3,338,338.7630947
0,338,338.7633610972974
1,338,338.7637097609042
2,338,338.763730972
1,338,338.76374
1,338,338.7637409753
0,338,338.76392
1,338,338.763920994
1,338,338.763948092
1,338,338.76413374092
1,338,338.764133740941
0,338,338.764620440952
1,338,338.76600943
0,338,338.76600973
1,338,338.76606025
0,338,338.7660973
1,338,338.76624097
1,338,338.76628
1,338,338.766320092273
0,338,338.76633092
1,338,338.76634209417
0,338,338.76634209794
1,338,338.766352092
0,338,338.766362092
0,338,338.766362097
1,338,338.7663620973
